State,Year,black_male_mortality,black_male_mortality_weighted,black_female_mortality,black_female_mortality_weighted,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_female_mortality,hispanic_female_mortality_weighted,white_female_mortality,white_female_mortality_weighted,white_male_mortality,white_male_mortality_weighted
Alabama,1992,132.30024599953,1121.79356386756,119.859498967562,870.895548484107,,,,,328.681167716911,871.16469726086,364.631798405034,1021.02353010143
Alabama,1993,132.014359822855,1111.62815778489,123.309855680744,893.487798967823,,,,,358.616083456983,953.046692354385,363.075066505258,1018.57224224293
Alabama,1994,131.074636060845,1096.27908710778,121.526152639194,876.332261884622,,,,,355.686872618304,948.01577004005,368.144476296183,1034.85957314351
Alabama,1995,134.613295569345,1121.00978050524,120.214534560632,863.207933228328,,,,,359.689889301674,961.721458398379,369.343339735626,1039.41638714104
Alabama,1996,129.550444959057,1075.87454325629,120.090839895261,860.777329060041,,,,,364.125578333721,975.630261971129,372.616150683664,1049.26885776527
Alabama,1997,126.667719180229,1047.15210943647,120.261114886432,857.724744771404,,,,,368.0822974083,989.155992365661,372.864369899027,1051.40978334997
Alabama,1998,124.126723585302,1023.78350870366,122.334689381494,870.789555692264,,,,,373.559737573604,1006.38677934842,374.67125245951,1056.01745174812
Alabama,1999,125.865068403015,1034.12846486819,124.239837964525,882.794017402462,1.12863224895099,0.0094470900713094,0.835187864223735,0.0052977126851157,384.773306312372,1038.96895466168,374.186735817212,1055.42761786097
Alabama,2000,123.496211013919,1013.95199421021,121.92215151447,866.161858206333,1.28173416383711,0.0124279591519543,0.697083492613164,0.00512729667499642,387.533448764363,1048.82060931889,378.111578331947,1067.59261199247
Alabama,2001,124.092528618056,1014.31085773668,124.361127164848,880.645299341735,1.70112412968475,0.0185387459281783,1.25345988503087,0.0103904288897061,392.288177590197,1065.06006231385,371.404640577093,1050.13204969093
Alabama,2002,124.506455117298,1015.62770271131,126.046603092037,891.574330490358,2.29906146953777,0.0273911310686123,1.58478994502118,0.0144336829305622,395.438572760497,1076.01529355672,379.70227823599,1074.42396007749
Alabama,2003,124.792077967959,1015.71098865548,124.325773050285,879.135027854716,2.13167962365196,0.0277116538184942,1.24347978046364,0.0124050022742113,402.709808901583,1098.55895910691,382.39223748865,1082.43774458718
Alabama,2004,120.9518379934,983.278876191194,123.931490936668,874.783641000634,2.91343843341767,0.041085732964023,1.39050470685843,0.0151583592787043,390.555250600952,1067.54652530046,379.541570462502,1075.91198494374
Alabama,2005,123.92213672137,1005.31148146307,122.215280520722,862.421729630402,3.6763056629331,0.0565314439543858,1.99133223408876,0.0237710722233829,399.820123615778,1095.16899264952,381.416712529309,1082.12409225434
Alabama,2006,123.504503474955,997.940231811199,120.069622234354,845.125248230833,3.80213269399896,0.0636385495783308,1.46900581359051,0.0191564983592668,388.011962027928,1065.90308892911,379.133118066374,1077.27532210839
Alabama,2007,120.098270002825,969.197079283499,116.160621806011,816.448089815306,3.63804452966504,0.0656123904814891,1.99022436034617,0.0282708422215821,379.319642872429,1044.17154928549,380.432456493267,1081.90844828268
